2025-02-23 06:37:20,131
2025-02-23 06:37:20,0
2025-02-23 06:37:20,0
2025-02-23 06:37:20,0
2025-02-23 06:37:20,6
2025-02-23 06:37:21,166
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:21,77
2025-02-23 06:37:21,0
2025-02-23 06:37:21,0
2025-02-23 06:37:21,0
2025-02-23 06:37:21,0
2025-02-23 06:37:21,0
2025-02-23 06:37:21,22
2025-02-23 06:37:21,180
2025-02-23 06:37:21,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:22,56
2025-02-23 06:37:22,0
2025-02-23 06:37:22,0
2025-02-23 06:37:22,0
2025-02-23 06:37:22,0
2025-02-23 06:37:22,0
2025-02-23 06:37:22,0
2025-02-23 06:37:22,0
2025-02-23 06:37:22,36
2025-02-23 06:37:22,121
2025-02-23 06:37:22,180
2025-02-23 06:37:22,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
2025-02-23 06:37:23,180
